,eval_accuracy,eval_loss
0,0.35,0.014039492011070251
1,0.37375,0.013413226008415222
2,0.615,0.008241216242313385
3,0.92125,0.001506931111216545
4,0.95125,0.0008267812430858612
5,0.95125,0.000689481645822525
6,0.94125,0.0006512546911835671
7,0.94125,0.0006045340746641159
8,0.9175,0.0005649398639798165
9,0.91375,0.0004518565163016319
10,0.9075,0.0004628588631749153
11,0.90625,0.00042591292411088945
12,0.91375,0.00040564171969890593
13,0.9,0.0003901337645947933
14,0.91,0.00032889168709516526
15,0.91125,0.00034261775203049184
16,0.90125,0.00032459943555295467
17,0.9,0.0002692183945327997
18,0.9125,0.00026740383356809615
19,0.90125,0.0002379252854734659
20,0.90375,0.00025855458341538906
21,0.9,0.00019414076581597328
22,0.895,0.00017140930518507957
23,0.8975,0.00017373469658195972
24,0.895,0.00016295795794576406
25,0.9025,0.00016580814495682718
26,0.89875,0.00013431127648800612
27,0.89875,0.00012884063646197318
28,0.9,0.00011051598004996777
29,0.89625,9.561752900481223e-05
30,0.88625,7.956937188282608e-05
31,0.9,8.972386829555035e-05
32,0.90375,8.111744187772274e-05
33,0.9025,8.979926351457835e-05
34,0.89875,5.250165006145835e-05
35,0.9,5.750121315941214e-05
36,0.90625,3.5531644243746996e-05
37,0.895,3.333109081722796e-05
38,0.905,3.5911672748625277e-05
39,0.9025,4.0006181225180624e-05
40,0.905,3.413706319406629e-05
41,0.90375,4.297355189919472e-05
42,0.895,2.2988943383097647e-05
43,0.89375,2.6547106681391597e-05
44,0.89625,2.1019282285124065e-05
45,0.89,1.634709595236927e-05
46,0.8875,1.186180452350527e-05
47,0.89125,1.1221970780752599e-05
48,0.88125,1.0627375449985266e-05
49,0.88875,1.3914623414166272e-05
