,eval_accuracy,eval_loss
140,0.82625,0.045357825756073
141,0.82625,0.045939059257507325
142,0.82375,0.04665114164352417
143,0.82625,0.047227920293807985
144,0.82875,0.047754409313201907
145,0.82875,0.048243310451507565
146,0.82875,0.04866781711578369
147,0.82875,0.04924873113632202
148,0.82875,0.04952057361602783
149,0.82875,0.04984194278717041
150,0.83125,0.05039363145828247
151,0.83125,0.05038710117340088
152,0.8325,0.050873394012451174
153,0.83125,0.05089743375778198
154,0.8325,0.051287722587585446
155,0.8325,0.0513910698890686
156,0.8325,0.05153493642807007
157,0.8325,0.052100160121917725
158,0.8325,0.05198820352554321
159,0.83,0.052409934997558597
160,0.8325,0.052387971878051755
161,0.8325,0.05254720449447632
162,0.8325,0.05307282209396362
163,0.83,0.053072571754455566
164,0.8325,0.05326470375061035
165,0.83,0.0534115195274353
166,0.83,0.053497757911682126
167,0.83,0.0539210319519043
168,0.83,0.05387602329254151
169,0.83,0.054333055019378663
170,0.83,0.05432126522064209
171,0.83,0.054469525814056396
172,0.83,0.054828133583068844
173,0.83,0.054628503322601316
174,0.83125,0.05503551006317139
175,0.83,0.055230393409729
176,0.83,0.05530811309814453
177,0.83125,0.05552289485931396
178,0.83,0.05561893701553345
179,0.83,0.0556753134727478
180,0.83,0.055990021228790286
181,0.83,0.05617932081222534
182,0.83,0.05619768381118775
183,0.83125,0.05635722398757934
184,0.83,0.056497235298156735
185,0.83125,0.056621081829071045
186,0.83,0.056750075817108156
187,0.83125,0.056909608840942386
188,0.83,0.05681812524795532
189,0.83,0.05700874805450439
190,0.83,0.057119860649108886
191,0.83125,0.05720751285552979
192,0.83,0.05741640329360962
193,0.83125,0.05758576393127442
194,0.83125,0.057428462505340575
195,0.83125,0.057583205699920655
196,0.83125,0.05762269020080566
197,0.83125,0.05783184289932251
198,0.83125,0.05797411203384399
199,0.83125,0.05800065517425537
