,eval_accuracy,eval_loss
0,0.2775,0.014174931645393372
1,0.33375,0.014102978110313415
2,0.43375,0.014180256128311157
3,0.6875,0.009082005620002746
4,0.8,0.008444296717643738
5,0.81,0.008513324558734894
6,0.81625,0.009896710216999054
7,0.80375,0.010402549505233765
8,0.80875,0.01100500226020813
9,0.81,0.010826610624790192
10,0.79625,0.011632758975028992
11,0.81,0.011313541531562806
12,0.795,0.012264758348464966
13,0.80125,0.011954662203788758
14,0.8075,0.011979860663414001
15,0.79875,0.01289393126964569
16,0.7975,0.013116089105606079
17,0.79875,0.01347303569316864
18,0.8075,0.013252161145210266
19,0.80125,0.0128322434425354
20,0.80375,0.013400995135307313
21,0.8025,0.013273150324821473
22,0.81,0.013126348853111267
23,0.80875,0.013303313255310058
24,0.80875,0.012596173882484437
25,0.81,0.01271878182888031
26,0.815,0.012388803958892823
27,0.81375,0.012545754313468932
28,0.82,0.012733322978019714
29,0.8175,0.012958067059516907
30,0.8175,0.012532345652580261
31,0.8225,0.012441470623016357
32,0.82875,0.011909952759742737
33,0.82,0.011791923642158508
34,0.81,0.011766547560691834
35,0.80875,0.01156861573457718
36,0.8025,0.011983563601970672
37,0.8,0.011618512570858002
38,0.8025,0.011826393604278564
39,0.82,0.011592262387275697
40,0.82125,0.011444600224494934
41,0.81875,0.011647464334964752
42,0.8175,0.012831974029541015
43,0.82625,0.013651487231254578
44,0.8275,0.01301329791545868
45,0.82875,0.01392849326133728
46,0.825,0.014216941595077515
47,0.83,0.013856000900268554
48,0.84,0.015885814428329467
49,0.815,0.013799484372138977
